Titulo,Preco,Modelo,Fabricante,Ano,Combustivel,Tipo do Veiculo,Potencia,Km Rodado,Direção,Cambio,Cor,Portas,Link,Dates,fipe,rate
Gol g5 2012,18500,GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2012,Flex,Passeio,1.0,84000,Hidráulica,Manual,Vermelho,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-g5-2012-895907851,2021-06-19,23196,20
HB20 1.0 Flex 2014 - Manual - Financiamos,29900,HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,2014,Flex,Hatch,1.0,94000,Elétrica,Manual,Branco,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-flex-2014-manual-financiamos-895893662,2021-06-19,37812,20
Fiat Punto 1.4 Atractive  2012,23349,PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,2012,Flex,Hatch,1.4,128000,Hidráulica,Manual,Cinza,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-punto-1-4-atractive-2012-894194691,2021-06-19,28933,19
Peugeot 307 grife automático 2007,14850,307 FELINE/GRIFF/PREMI. 2.0 FLEX 5P AUT.,PEUGEOT,2007,Gasolina,Hatch,2.0 - 2.9,170000,Hidráulica,Automático,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-307-grife-automatico-2007-895875891,2021-06-19,18531,19
FORD KA GL 1.0,7500,KA GL 1.0I ZETEC ROCAM,FORD,2002,Gasolina,Hatch,1.0,235000,Mecânica,Manual,Vermelho,2 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-gl-1-0-895909378,2021-06-19,9277,19
Renault Fluence 2.0 16V Dynamique,40000,FLUENCE SED. DYNAMIQUE 2.0 16V FLEX AUT.,RENAULT,2016,Flex,Sedã,2.0 - 2.9,10000,Hidráulica,Automático,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-fluence-2-0-16v-dynamique-894936872,2021-06-19,49250,18
Fox 2010 plus,17999,FOX PLUS 1.0MI/ 1.0MI TOTAL FLEX 8V 3P,VW - VOLKSWAGEN,2010,Flex,Hatch,1.0,100000,Hidráulica,Manual,Vermelho,2 portas,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/fox-2010-plus-891433990,2021-06-19,22140,18
Renault Logan 1.0 16v 2008,13990,LOGAN EXPRES./EXP. UP HI-FLEX 1.0 16V 4P,RENAULT,2008,Flex,Sedã,1.0,128000,Hidráulica,Manual,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-1-0-16v-2008-830272689,2021-06-19,17084,18
Meriva Premium,18000,MERIVA PREMIUM 1.8 MPFI 8V FLEXPOWER,GM - CHEVROLET,2007,Flex,Hatch,1.8,130000,Hidráulica,Manual,Cinza,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/meriva-premium-895893794,2021-06-19,22018,18
VENDO OU TROCO (PASSAGEM LEILÃO RM),55999,ECOSPORT FREESTYLE 1.5 12V FLEX 5P MEC.,FORD,2018,Flex,SUV,1.5,46000,Elétrica,Manual,Branco,4 portas,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-passagem-leilao-rm-895854017,2021-06-19,68227,17
Golf sportline ,26500,GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2008,Flex,Hatch,1.6,263000,Hidráulica,Manual,Cinza,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/golf-sportline-895877992,2021-06-19,32016,17
Vendo Peugeot Escapade 2007,12000,206 SW ESCAPADE 1.6 16V FLEX 5P,PEUGEOT,2007,Flex,Sedã,1.6,262000,Hidráulica,Manual,Vermelho,4 portas,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/vendo-peugeot-escapade-2007-895838921,2021-06-19,14527,17
Tracker ,52000,TRACKER LT 1.8 16V FLEX 4X2 AUT.,GM - CHEVROLET,2016,Flex,Hatch,1.8,46000,Hidráulica,Automático,Branco,4 portas,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/tracker-895906139,2021-06-19,63398,17
Parati ,8000,PARATI 1000 MI 16V 2P E 4P,VW - VOLKSWAGEN,1999,Gasolina,,1.0,230000,Hidráulica,Manual,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/parati-895864570,2021-06-19,9752,17
Crv automático completo,38599,CR-V LX 2.0 16V 2WD/2.0 FLEXONE AUT.,HONDA,2011,Gasolina,SUV,2.0 - 2.9,172000,Hidráulica,Automático,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/crv-automatico-completo-895853686,2021-06-19,47022,17
Fiesta 2014 completo ,22000,FIESTA S 1.0 8V FLEX 5P,FORD,2014,Flex,Hatch,1.0,70000,,Manual,Branco,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiesta-2014-completo-895869730,2021-06-19,26663,17
Golf GTI,15000,GOLF GTI 1.8 MI 20V TURBO 4P MEC.,VW - VOLKSWAGEN,2000,Gasolina,Hatch,1.8,250000,Mecânica,Manual,Preto,4 portas,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/golf-gti-895891500,2021-06-19,18062,16
Astra HB advantage 2007,18900,ASTRA ADVANTAGE 2.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,2007,Flex,Hatch,2.0 - 2.9,110000,Hidráulica,Manual,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/astra-hb-advantage-2007-864110579,2021-06-19,22664,16
Toyota Hilux Sw4 V6 2010 4x4,65000,HILUX SW4 SRV 4X4 4.0 V6 24V AUT.,TOYOTA,2010,Gasolina,SUV,4.0 ou mais,281000,Hidráulica,Automático,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-sw4-v6-2010-4x4-894549125,2021-06-19,77626,16
Fox 2005  1.6 4 portas,15700,FOX PLUS 1.6MI/ 1.6MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2005,Flex,Passeio,1.6,164000,Hidráulica,Manual,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fox-2005-1-6-4-portas-895887275,2021-06-19,18849,16
Vende,15000,FIESTA SED. 1.6 8V FLEX 4P,FORD,2005,Flex,Sedã,1.6,188000,Hidráulica,Manual,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vende-895878269,2021-06-19,17959,16
Celta SPIRIT/2009 1.0,13500,CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 3P,GM - CHEVROLET,2010,Flex,Hatch,1.0,145882,Mecânica,Manual,Prata,2 portas,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/celta-spirit-2009-1-0-895875084,2021-06-19,16182,16
Saveiro G6 CE 2014 Cabine Estendida,31900,SAVEIRO 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,2014,Flex,Pick-up,1.6,100000,Hidráulica,Manual,Preto,2 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/saveiro-g6-ce-2014-cabine-estendida-895863656,2021-06-19,38288,16
Zafira Expression 2.0 2009 Aut - *,22900,ZAFIRA EXPRES. 2.0 MPFI FLEXPOWER 5P AUT,GM - CHEVROLET,2009,Flex,Van/Utilitário,2.0 - 2.9,0,Hidráulica,Automático,Preto,4 portas,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/zafira-expression-2-0-2009-aut-882499770,2021-06-19,27306,16
Corsa Maxx com Ar condicionado Flexpower,14500,CORSA SED. MAXX 1.0/ 1.0 FLEXPOWER 8V 4P,GM - CHEVROLET,2006,Flex,Sedã,1.0,113500,Mecânica,Manual,Preto,4 portas,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/corsa-maxx-com-ar-condicionado-flexpower-895398114,2021-06-19,17284,16
VENDE-SE PALIO 04 ,13400,PALIO ELX 1.3 MPI FLEX 8V 4P,FIAT,2004,Flex,,1.3,0,Hidráulica,Manual,Branco,4 portas,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/vende-se-palio-04-895846895,2021-06-19,15971,16
Strada 2015/2015 CS 1.4 Working TOP,42500,STRADA WORKING 1.4 MPI FIRE FLEX 8V CD,FIAT,2015,Flex,Pick-up,1.4,123599,Hidráulica,Manual,Branco,2 portas,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/strada-2015-2015-cs-1-4-working-top-895094071,2021-06-19,50718,16
Polo sportiline ,19800,POLO SPORTLINE 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2007,Flex,Hatch,1.6,146000,Hidráulica,Manual,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/polo-sportiline-895893541,2021-06-19,23726,16
Corsa 1.0,9500,CORSA SEDAN SUPER MILENIUM 1.0 MPFI 16V,GM - CHEVROLET,2002,Gasolina,Sedã,1.0,140000,Mecânica,Manual,Prata,4 portas,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/corsa-1-0-895874772,2021-06-19,11227,15
FIESTA 1.0 2011 FLEX ,18000,FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,2011,Flex,Hatch,1.0,113000,,Manual,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiesta-1-0-2011-flex-867252098,2021-06-19,21412,15
Opala diplomata 89 doc ok 2021,16500,OPALA DIPLOMATA/DIPLOM. SLE 4.1/2.5,GM - CHEVROLET,1989,Gasolina,Sedã,2.0 - 2.9,100000,Hidráulica,Manual,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/opala-diplomata-89-doc-ok-2021-895875250,2021-06-19,19474,15
Corsa Classic 2006,11000,CORSA SED CLASS.LIFE 1.0/1.0 FLEXPOWER,GM - CHEVROLET,2006,Flex,Sedã,1.0,45248,Hidráulica,Manual,Branco,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corsa-classic-2006-895838406,2021-06-19,13080,15
Fiat cronos drive 1.3,54500,CRONOS DRIVE 1.3 8V FLEX,FIAT,2020,Flex,Sedã,1.3,26500,Elétrica,Manual,Branco,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-cronos-drive-1-3-895864853,2021-06-19,64246,15
FIESTA 1.0 2011 FLEX ,18000,FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,2011,Flex,Hatch,1.0,113000,,Manual,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiesta-1-0-2011-flex-867252098,2021-06-19,21412,15
Jeep Renegade Longitude Flex Full Led 2021 Zero Km Oportunidade Imperdivel,93800,RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,2021,Flex,,,1,,Automático,Preto,,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-longitude-flex-full-led-2021-zero-km-oportunidade-imperdivel-802399438,2021-06-19,110373,15
Nissan livina,26900,LIVINA SL 1.8 16V FLEX FUEL AUT.,NISSAN,2013,Flex,Sedã,1.8,110000,Hidráulica,Automático,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-livina-895255137,2021-06-19,31664,15
Honda City Sport 2014 ,37000,CITY SEDAN SPORT 1.5 FLEX 16V 4P MEC.,HONDA,2014,Flex,,,103,,Manual,Cinza,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-city-sport-2014-895838846,2021-06-19,43854,15
Idea adventure 2013 1.8 16v,29000,IDEA ADV./ ADV.LOCK.DUALOGIC 1.8 FLEX 5P,FIAT,2013,Flex,Hatch,1.8,82000,Hidráulica,Semi-Automático,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/idea-adventure-2013-1-8-16v-895909444,2021-06-19,34391,15
Parcelas De Até 699 SEM Entrada Vectra Elegance Automatico Completo 206 FLEX,20900,VECTRA ELEGAN. 2.0 MPFI 8V FLEXPOWER AUT,GM - CHEVROLET,2006,Flex,Sedã,2.0 - 2.9,1,Hidráulica,Automático,Prata,4 portas,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/parcelas-de-ate-699-sem-entrada-vectra-elegance-automatico-completo-206-flex-759807484,2021-06-19,24530,14
Kombi 2011. 1.4 flex 8v ,26000,KOMBI LOTAÇÃO 1.4 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,2011,Flex,Van/Utilitário,1.4,173,Mecânica,Manual,Branco,2 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kombi-2011-1-4-flex-8v-895889343,2021-06-19,30273,14
New Civic LXS automático blindado zerado sem detalhes.,30000,CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4P,HONDA,2007,Gasolina,Sedã,1.8,153000,Hidráulica,Automático,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/new-civic-lxs-automatico-blindado-zerado-sem-detalhes-895877481,2021-06-19,35120,14
Renault Sandero autentique 1.0 16v 5p hi-flex ano 2012 cor Prata,18000,SANDERO AUTHENTIQUE HI-FLEX 1.0 16V 5P,RENAULT,2012,Flex,Hatch,1.0,202850,Hidráulica,Manual,Prata,4 portas,https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-autentique-1-0-16v-5p-hi-flex-ano-2012-cor-prata-895867231,2021-06-19,21065,14
Livina S 1.6 mec.,19900,LIVINA 1.6 16V FLEX FUEL 5P,NISSAN,2010,Flex,SUV,1.6,64000,Hidráulica,Manual,Vermelho,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/livina-s-1-6-mec-895452889,2021-06-19,23280,14
Honda Civic LXS 1.8 Flex 2008 - Completo - Entrada Zero + 60x 1099,28990,CIVIC SEDAN LXS 1.8/1.8 FLEX 16V MEC. 4P,HONDA,2008,Flex,Sedã,1.8,0,Hidráulica,Manual,Prata,4 portas,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-lxs-1-8-flex-2008-completo-entrada-zero-60x-1099-878819227,2021-06-19,33975,14
Peugeot 1.0 16v ,6300,206 SELECTION/ SENSATION 1.0 16V 3P,PEUGEOT,2001,Gasolina,Passeio,1.0,100000,Mecânica,Manual,Prata,2 portas,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/peugeot-1-0-16v-895851579,2021-06-19,7365,14
Ford Ka SE sem detalhes,34890,KA 1.0 SEL TIVCT FLEX 5P,FORD,2017,Flex,Hatch,1.0,128,Elétrica,Manual,Branco,4 portas,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-sem-detalhes-888811134,2021-06-19,40754,14
Gol 1.0 G4 08/08 4 portas ,15200,GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,2008,Flex,Hatch,1.0,144000,,Manual,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-1-0-g4-08-08-4-portas-895864539,2021-06-19,17700,14
Mercedes e63 amg 700 cv aceito troca por maior ou menor valor ,129900,E-63 AMG 6.2 V8 32V,MERCEDES-BENZ,2010,Gasolina,Sedã,4.0 ou mais,69000,Elétrica,Automático,Branco,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mercedes-e63-amg-700-cv-aceito-troca-por-maior-ou-menor-valor-847948478,2021-06-19,151708,14
Fiat / palio fire economy,16800,PALIO 1.0 ECONOMY FIRE FLEX 8V 2P,FIAT,2013,Flex,Passeio,1.0,151820,Hidráulica,Manual,Branco,2 portas,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-fire-economy-777093409,2021-06-19,19596,14
Astra Advantage 2.0 2011 completo ar digital Banco de couro,24999,ASTRA ADVANTAGE 2.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,2011,Flex,Sedã,2.0 - 2.9,130000,Hidráulica,Manual,Branco,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/astra-advantage-2-0-2011-completo-ar-digital-banco-de-couro-895877163,2021-06-19,29205,14
Astra elite 2.0 2005 completo ,18500,ASTRA SED.ELITE 2.0 MPFI FLEXP.8V AUT.,GM - CHEVROLET,2005,Flex,Sedã,2.0 - 2.9,126000,Hidráulica,Automático,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/astra-elite-2-0-2005-completo-892713566,2021-06-19,21652,14
VECTRA 2000 2.2 16V AUT,12000,VECTRA CD 2.2 16V / 2.0 16V MEC./AUT.,GM - CHEVROLET,2000,Gasolina,Sedã,2.0 - 2.9,101150,Hidráulica,Automático,Azul,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vectra-2000-2-2-16v-aut-895863629,2021-06-19,14005,14
vera cruz,49900,VERACRUZ GLS 3.8 4WD AUT.,HYUNDAI,2012,Gasolina,Passeio,,172000,Hidráulica,Automático,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vera-cruz-884331907,2021-06-19,57944,13
Vende-se Fiat Uno Fire Flex,10500,UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P,FIAT,2006,Flex,Hatch,1.0,172,Mecânica,Manual,Branco,2 portas,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/vende-se-fiat-uno-fire-flex-895873465,2021-06-19,12091,13
05 - Ford Fiesta Sedan SE 1.0 16V Flex 2008 Barato C/ Direção Hidráulica ,16000,FIESTA SEDAN 1.0 8V FLEX 4P,FORD,2008,Flex,Sedã,1.0,111111,Hidráulica,Manual,Prata,4 portas,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/05-ford-fiesta-sedan-se-1-0-16v-flex-2008-barato-c-direcao-hidraulica-867239594,2021-06-19,18521,13
Fox 1.6 Plus 2008 Impecável de verdade!,19500,FOX PLUS 1.6MI/ 1.6MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2008,Flex,Passeio,1.6,165000,Hidráulica,Manual,,4 portas,https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/fox-1-6-plus-2008-impecavel-de-verdade-894107486,2021-06-19,22451,13
Pajero Full 3.5 V6 1999,24900,PAJERO GLS 3.5 V6 TOP 4P AUT,MITSUBISHI,1999,Gasolina,SUV,,199000,Hidráulica,Automático,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/pajero-full-3-5-v6-1999-879085862,2021-06-19,28637,13
Astra Hatch 2008,20900,ASTRA ADVANTAGE 2.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,2008,Flex,Hatch,2.0 - 2.9,92000,Hidráulica,Manual,Vermelho,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/astra-hatch-2008-895864811,2021-06-19,24045,13
peugeot 207 sedan 2012 em perfeito estado financio mesmo com nome sujo ,19000,207 SEDAN PASSION XR 1.4 FLEX 8V 4P,PEUGEOT,2012,Flex,Sedã,1.4,160000,Hidráulica,Manual,Preto,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-sedan-2012-em-perfeito-estado-financio-mesmo-com-nome-sujo-866688139,2021-06-19,21979,13
Passat tsi blindado,48900,PASSAT TB 2.0 FSI/TSI 211CV TIPTRONIC 4P,VW - VOLKSWAGEN,2012,Gasolina,Sedã,2.0 - 2.9,97000,Elétrica,Automático,Preto,,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/passat-tsi-blindado-895055717,2021-06-19,56324,13
Volvo XC60 3.0 Top Ótimo Estado de Conservação,69900,XC 60 3.0 AWD 5P,VOLVO,2013,Gasolina,SUV,,85000,Hidráulica,Automático,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volvo-xc60-3-0-top-otimo-estado-de-conservacao-893793924,2021-06-19,80661,13
Tucson GL automática completa,28000,TUCSON 2.0 16V AUT.,HYUNDAI,2010,Gasolina,SUV,2.0 - 2.9,134000,Hidráulica,Automático,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/tucson-gl-automatica-completa-895890897,2021-06-19,32519,13
GM CHEVROLET AGILE 2013 LTZ 1.4 FLEX MECANICO LEILÃO ,26900,AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,2013,Flex,Hatch,1.4,112000,Hidráulica,Manual,Cinza,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gm-chevrolet-agile-2013-ltz-1-4-flex-mecanico-leilao-885399914,2021-06-19,30696,12
Vendo EcoSport freestyle ano 2009 ,26000,ECOSPORT XLT 2.0/ 2.0 FLEX 16V 5P MEC.,FORD,2009,Flex,SUV,2.0 - 2.9,170000,Hidráulica,Manual,Preto,4 portas,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/vendo-ecosport-freestyle-ano-2009-895858151,2021-06-19,29826,12
Vendo/troco X1 SDrive 28i blindada,58990,X1 XDRIVE 28I 3.0 24V 4X4 AUT.,BMW,2010,Gasolina,SUV,,116000,Elétrica,Automático,Azul,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-troco-x1-sdrive-28i-blindada-866325740,2021-06-19,67677,12
Sandero expression / 2012,19500,SANDERO EXPRESSION HI-FLEX 1.0 16V 5P,RENAULT,2011,Flex,Hatch,1.0,152142,Hidráulica,Manual,Vermelho,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-expression-2012-881550176,2021-06-19,22261,12
Corsa Wind 98,8000,CORSA WIND 1.0 MPF/MILLENIUMI/ EFI 4P,GM - CHEVROLET,1998,Gasolina,Hatch,1.0,11111111,Mecânica,Manual,Verde,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corsa-wind-98-895862900,2021-06-19,9185,12
BMW 550i - Raridade,74900,550IA 4.8 32V,BMW,2009,Gasolina,,,85000,Hidráulica,Automático,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/bmw-550i-raridade-814613769,2021-06-19,85627,12
Golf,18000,GOLF 2.0/ 2.0 MI FLEX COMFORTLINE AUT.,VW - VOLKSWAGEN,2002,Gasolina,Passeio,2.0 - 2.9,186000,Hidráulica,Manual,Prata,4 portas,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/golf-895869080,2021-06-19,20672,12
Volvo c30 aceita troca popular,28000,C30 2.4 170CV AUT,VOLVO,2007,Gasolina,Hatch,2.0 - 2.9,99168,Hidráulica,Automático,Prata,2 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volvo-c30-aceita-troca-popular-895878103,2021-06-19,32126,12
"Fiat Linea automático, troco por menor valor!!!",22500,LINEA 1.9/ HLX 1.9/1.8 FLEX  DUALOGIC 4P,FIAT,2010,Flex,Sedã,,115000,Hidráulica,Semi-Automático,Prata,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-linea-automatico-troco-por-menor-valor-895852027,2021-06-19,25645,12
Astra elegance  2.0 2005,18000,ASTRA ELEGANCE 2.0 MPFI FLEXPOWER 8V 5P,GM - CHEVROLET,2005,Flex,Hatch,2.0 - 2.9,112000,Hidráulica,Automático,Branco,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/astra-elegance-2-0-2005-895867040,2021-06-19,20635,12
Punto Essence Dualogic 2011 Flex 1.8 - *,24900,PUNTO ESSENCE DUALOGIC 1.8 FLEX 16V 5P,FIAT,2011,Flex,Hatch,1.8,162,Hidráulica,Semi-Automático,Preto,4 portas,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/punto-essence-dualogic-2011-flex-1-8-891618160,2021-06-19,28521,12
FUSION 2014/2014 2.0 TITANIUM AWD 16V GASOLINA 4P AUTOMÁTICO,69900,FUSION TITANIUM HYBRID 2.0 145CV AUT.,FORD,2014,Gasolina,Passeio,,142077,,Automático,,4 portas,https://sp.olx.com.br/regiao-de-bauru-e-marilia/autos-e-pecas/carros-vans-e-utilitarios/fusion-2014-2014-2-0-titanium-awd-16v-gasolina-4p-automatico-880528319,2021-06-19,79624,12
VENDE-SE OU TROCA POR CARRO MAIS NOVOS ,13500,SIENA 1.0/ EX 1.0 MPI FIRE/ FIRE FLEX 8V,FIAT,2006,Flex,Sedã,1.0,166000,Mecânica,Manual,Cinza,4 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vende-se-ou-troca-por-carro-mais-novos-895872837,2021-06-19,15466,12
Gol GLI 1996 1.8 gasolina ,8200,GOL GLI / GL/ ATLANTA 1.8,VW - VOLKSWAGEN,1996,Gasolina,,1.8,172000,,Manual,Azul,2 portas,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-gli-1996-1-8-gasolina-895866160,2021-06-19,9383,12
